id,name,barcode,category,Énergie (kJ),Sel (g),Protéines (g),Sucres (g),Glucides (g),Matières grasses (g),Acides gras saturés (g),Fibres alimentaires (g),Biotine (µg),Vitamine B1 (Thiamine) (mg),Vitamine E (Tocopherol) (mg),Acide folique (µg),Vitamine A (µg),Vitamine D (Cholacalciferol) (µg),Vitamine C (Acide ascorbique) (mg),Vitamine B6 (Pyridoxine) (mg),Vitamine B5 (acide pantothénique) (mg),Vitamine B3 (Niacine) (mg),Vitamine B2 (Riboflavine) (mg),Vitamine B12 (Cobalamine) (µg),endline
12514,,7617027375498,/viande/produits-de-charcuterie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12515,FARMER Soft Lait \u0026 Fraise ,7613269187257,/mueesli-cereales/barres-de-cereales,1820.0,0.42,13.0,30.0,55.0,17.0,0.0,4.0,0.0,0.36,4.0,200.0,266.0,1.7,26.0,0.46,2.0,5.3,0.46,0.82,endline
12516,,7610121600893,/mueesli-cereales/barres-de-cereales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12517,,7617015026586,/mueesli-cereales/barres-de-cereales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12518,,7613269187264,/mueesli-cereales/barres-de-cereales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12519,,7610121933670,/mueesli-cereales/barres-de-cereales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12520,, 500g",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12521,, 500g",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12522,, 500g",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12523,Knorr Enchiladas Mexicaines,8710908920622,/plats-cuisines/plats-cuisines,1052.0,1.1,13.0,5.1,17.0,14.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12524,,8710447864517,/plats-cuisines/plats-cuisines,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12525,,2125415000006,/viande/produits-de-charcuterie/charcuterie-en-tranches-produits-carnes-crus-et-saucisses-de,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12526,,7617100016744,/viande/produits-de-charcuterie/charcuterie-en-tranches-produits-carnes-crus-et-saucisses-de,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12527,,7617100518194,/viande/produits-de-charcuterie/charcuterie-en-tranches-produits-carnes-crus-et-saucisses-de,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12528,Anna's best Grenade,7613269636427,/plats-cuisines/pizza-menus-snacks/fruits,334.0,0.08,1.5,12.0,15.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12529,,7613269636434,/plats-cuisines/pizza-menus-snacks/fruits,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12530,,2183819000008,/viande/viande-sechee-jambon/produits-carnes-non-refrigeres,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12531,,7617027612043,/viande/viande-sechee-jambon/produits-carnes-non-refrigeres,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12532,,7617027612050,/viande/viande-sechee-jambon/produits-carnes-non-refrigeres,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12533,,2135360000006,/viande/salami-lard/lard-cru,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12534,,7617027522885,/viande/salami-lard/lard-cru,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12535,,7617027371483,/viande/salami-lard/lard-cru,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12536,Migros Léger Sauce à salade,7613312010617,/garnitures-ingredients/soupes-sauces-bouillon/vinaigrettes-complements-pour-salade,520.0,2.5,0.8,1.0,1.5,13.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12537,,7613312010624,/garnitures-ingredients/soupes-sauces-bouillon/vinaigrettes-complements-pour-salade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12538,Migros Sélection Selles sur-cher,7613269172611,/produits-laitiers-oeufs/fromages/fromages-de-chevre-de-brebis,1183.0,1.5,18.0,1.5,1.5,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12539,,7613269172628,/produits-laitiers-oeufs/fromages/fromages-de-chevre-de-brebis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12540,M-Budget Sirop de framboise,7613269366614,/boissons-chaudes-froides/sirop-soda,170.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12541,,7613269366621,/boissons-chaudes-froides/sirop-soda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12542,,27004876,/petit-dejeuner/confitures,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12543,,7616800625003,/petit-dejeuner/confitures,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12544,ALNATURA Jus de limette,4104420072121,/boissons-chaudes-froides/jus-de-fruits-de-legumes,126.0,0.0,0.4,3.0,3.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12545,,7613269435495,/boissons-chaudes-froides/jus-de-fruits-de-legumes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12546,,4104420072138,/boissons-chaudes-froides/jus-de-fruits-de-legumes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12547,,7613269435501,/boissons-chaudes-froides/jus-de-fruits-de-legumes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12548,St Moret Ligne \u0026 Plaisir,3272770093583,/produits-laitiers-oeufs/fromages/fromage-frais-fromage-a-tartiner-et-cottage-cheese,546.0,1.0,10.2,3.5,4.5,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12549,,3272779361010,/produits-laitiers-oeufs/fromages/fromage-frais-fromage-a-tartiner-et-cottage-cheese,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12550,Alnatura Crunchy avoine choco légèrement amer,4104420019782,/mueesli-cereales/cereales,1857.0,0.39,9.5,20.0,59.0,17.0,0.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12551,,7613269431763,/mueesli-cereales/cereales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12552,,4104420019799,/mueesli-cereales/cereales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12553,,7613269431770,/mueesli-cereales/cereales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12554,,7613312052211,/boissons-chaudes-froides/jus-de-fruits-de-legumes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12555,,7613312052228,/boissons-chaudes-froides/jus-de-fruits-de-legumes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12556,,7613269213857,/plats-cuisines/pizza-menus-snacks/salades-coupees,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12557,,7613269213864,/plats-cuisines/pizza-menus-snacks/salades-coupees,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12558,M Classic Tomates concassées avec jus de tomate,7613312063989,/garnitures-ingredients/tomates-en-conserve,110.0,0.0,1.5,4.5,4.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12559,,7613312063996,/garnitures-ingredients/tomates-en-conserve,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12560,,7610200272973,/boissons-chaudes-froides/cafe/cafe-en-poudre-en-grains,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12561,,7617015007387,/boissons-chaudes-froides/cafe/cafe-en-poudre-en-grains,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12562,,7610200001283,/boissons-chaudes-froides/cafe/cafe-en-poudre-en-grains,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12563,,7613269303510,/boissons-chaudes-froides/jus-de-fruits-de-legumes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12564,,7610327105024,/boissons-chaudes-froides/jus-de-fruits-de-legumes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12565,,7613269303527,/boissons-chaudes-froides/jus-de-fruits-de-legumes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12566,Migros Budget Poulet mini crispy,7610200421517,/viande/volaille,863.0,1.9,13.0,1.0,24.0,6.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12567,,7617027380676,/viande/volaille,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12568,Farmer Joghurt Crunchy Baies des bois,7616600710459,/produits-laitiers-oeufs/birchermueesli,550.0,0.1,4.0,13.0,17.0,5.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12569,,7616600822879,/produits-laitiers-oeufs/birchermueesli,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12570,,2132878000009,/fruits-et-legumes/fruits/fruits-a-pepins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12571,,7617027541930,/fruits-et-legumes/fruits/fruits-a-pepins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12572,,7617027387347,/fruits-et-legumes/fruits/fruits-a-pepins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12573,Pancho Villa Mini Tortillas,8410076472281,/garnitures-ingredients/du-monde-entier/etats-unis,1255.0,1.0,9.0,2.0,53.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12574,,8410076572288,/garnitures-ingredients/du-monde-entier/etats-unis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12575,,7613269354482,/fruits-et-legumes/fruits/baies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12576,,7613269354499,/fruits-et-legumes/fruits/baies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12577,TERRASUISSE Dés de lard fumé  ,7613269021711,/viande/produits-de-charcuterie/produits-carnes-refrigeres,1120.0,3.0,17.0,1.0,1.0,22.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12578,,7613269021728,/viande/produits-de-charcuterie/produits-carnes-refrigeres,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12579,Bon Chef - Parmentier,7613269297352,/garnitures-ingredients/soupes-sauces-bouillon/soupes,110.0,0.9,1.0,1.0,4.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12580,,7610121300199,/garnitures-ingredients/soupes-sauces-bouillon/soupes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12581,,7610121931553,/garnitures-ingredients/soupes-sauces-bouillon/soupes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12582,,7613312091401,/garnitures-ingredients/soupes-sauces-bouillon/soupes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12583,,7613269297369,/garnitures-ingredients/soupes-sauces-bouillon/soupes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12584,Frey Giandor,7616500906594,/chocolat/chocolat/pralines,2450.0,0.13,8.0,45.0,47.0,40.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12585,,7616500086753,/chocolat/chocolat/pralines,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12586,Cannelloni bolognese,8021228901049,/plats-cuisines/pizza-menus-snacks/menus,627.0,1.4,10.0,3.0,9.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12587,,7613269372189,/plats-cuisines/pizza-menus-snacks/menus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12588,Condy Epis de Maïs,7610200340207,/garnitures-ingredients/legumes-legumes-au-vinaigre,190.0,1.2,1.5,4.0,8.0,0.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12589,,7617015023998,/garnitures-ingredients/legumes-legumes-au-vinaigre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12590,,7617027879545,/plats-cuisines/pizza-menus-snacks/spaetzli-gnocchi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12591,,7616800610962,/plats-cuisines/pizza-menus-snacks/spaetzli-gnocchi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12592,M-Budget Jus de pomme,7613269190899,/boissons-chaudes-froides/jus-de-fruits-de-legumes,186.0,0.0,0.5,10.0,11.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12593,,7613269190905,/boissons-chaudes-froides/jus-de-fruits-de-legumes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12594,,7610200315458,/poisson-fruits-de-mer/traiteur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12595,,7617027383844,/poisson-fruits-de-mer/traiteur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12596,,7613269888222,/plats-cuisines/pizza-menus-snacks/pates,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12597,,7613269888239,/plats-cuisines/pizza-menus-snacks/pates,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12598,Fruity Fresh : Chewing Gum,7616500645059,/chocolat/bonbons-chewing-gum,740.0,0.01,0.0,0.1,72.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12599,,7616500385634,/chocolat/bonbons-chewing-gum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12600,,7616500374423,/chocolat/bonbons-chewing-gum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12601,Orangina Zero,8435185956446,/boissons-chaudes-froides/boissons-sucrees,32.0,0.01,0.1,1.2,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12602,,8001310004544,/garnitures-ingredients/poisson-en-conserve,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12603,,80090243,/garnitures-ingredients/poisson-en-conserve,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12604,,8001310004940,/garnitures-ingredients/poisson-en-conserve,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12605,,7617015046690,/garnitures-ingredients/poisson-en-conserve,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12606,Kikkoman Sauce Soja à Teneur en Sel Réduite,8715035130104,/garnitures-ingredients/du-monde-entier/japon,450.0,9.0,10.0,4.0,7.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12607,,8715035130135,/garnitures-ingredients/du-monde-entier/japon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12608,Ponti Dolce Agro Condimento Bianco,80672975,/garnitures-ingredients/ingredients-de-cuisson/vinaigre-vinaigre-balsamique,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12609,,80522799,/garnitures-ingredients/ingredients-de-cuisson/vinaigre-vinaigre-balsamique,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12610,,7617015025763,/garnitures-ingredients/ingredients-de-cuisson/vinaigre-vinaigre-balsamique,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12611,,8001010035442,/garnitures-ingredients/ingredients-de-cuisson/vinaigre-vinaigre-balsamique,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12612,,8001010019107,/garnitures-ingredients/ingredients-de-cuisson/vinaigre-vinaigre-balsamique,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12613,,7616700003703,/boulangerie/petits-pains,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12614,,7616700053524,/boulangerie/petits-pains,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12615,,2147517000005,/viande/produits-de-charcuterie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12616,,7610200420206,/viande/produits-de-charcuterie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12617,,7617027151733,/viande/produits-de-charcuterie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12618,, 250g",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12619,, 250g",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12620,,5449000134554,/boissons-chaudes-froides/boissons-sucrees,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12621,,7617027778756,/boissons-chaudes-froides/boissons-sucrees,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12622,,5449000137982,/boissons-chaudes-froides/boissons-sucrees,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12623,,5000112567694,/boissons-chaudes-froides/boissons-sucrees,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12624,Coupe Chantilly Dessert au chocolat ,22016478,/produits-laitiers-oeufs/dessert,550.0,0.1,3.0,17.0,19.0,4.5,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12625,,7613269902324,/produits-laitiers-oeufs/dessert,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12626,,7616600806398,/produits-laitiers-oeufs/dessert,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
12627,,4000068033176,/garnitures-ingredients/epices-herbes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
